spec,lags,equation,regressor,coef,se,t,p,n_obs,n_countries
S5_lag2,2,gini_disp,d_v2x_corr_l1,0.2350915462580328,0.2735475809065028,0.859417383546104,0.3901820590665448,3027,122
S5_lag2,2,gini_disp,d_v2x_corr_l2,0.351605390292142,0.2620732844537161,1.341630036899995,0.17982212397053687,3027,122
S5_lag2,2,gini_disp,d_gov_size_l1,0.0013604146271889504,0.0032636715542178206,0.41683564188032723,0.6768298041027332,3027,122
S5_lag2,2,gini_disp,d_gov_size_l2,-0.005058476731349881,0.0046474670126448415,-1.08843736116615,0.2764934653017008,3027,122
S5_lag2,2,v2x_corr,d_gini_disp_l1,0.001185958091380842,0.0015999341887682516,0.7412542963994544,0.4585999134264931,3027,122
S5_lag2,2,v2x_corr,d_gini_disp_l2,-0.0001955002975538781,0.001567902334167426,-0.12468907870954282,0.9007784362069842,3027,122
S5_lag2,2,v2x_corr,d_v2x_corr_l1,0.04920968097554829,0.026550777936395514,1.8534176698488445,0.0639250752664915,3027,122
S5_lag2,2,v2x_corr,d_v2x_corr_l2,-0.017282958974504246,0.019546631487634733,-0.8841911705061563,0.37666708714999064,3027,122
S5_lag2,2,v2x_corr,d_gov_size_l1,0.00019493005892753725,0.0005346507411239017,0.36459326422660565,0.7154419046746769,3027,122
S5_lag2,2,v2x_corr,d_gov_size_l2,-0.00043470975378058437,0.0004711670978673762,-0.9226233235474056,0.3562810908940186,3027,122
S5_lag2,2,gov_size,d_gini_disp_l1,0.014359804190642506,0.06310384032866485,0.22755832475253618,0.8200058308158931,3027,122
S5_lag2,2,gov_size,d_gini_disp_l2,0.041050266070951726,0.07065787872343751,0.5809722399341601,0.5613047812869123,3027,122
S5_lag2,2,gov_size,d_v2x_corr_l1,-0.8354967320547886,1.1798331816323804,-0.7081481899829444,0.47891074282470947,3027,122
S5_lag2,2,gov_size,d_v2x_corr_l2,0.9160440304428211,0.9237487261014532,0.9916593166075058,0.32144734026058464,3027,122
S5_lag2,2,gov_size,d_gov_size_l1,-0.0519428580704761,0.035632452526340876,-1.4577401887248134,0.1450215799058503,3027,122
S5_lag2,2,gov_size,d_gov_size_l2,-0.10652346790882283,0.02855681436498717,-3.730229378786337,0.00019500922470294668,3027,122
S6_lag2,2,gini_disp,d_gini_disp_l1,0.5166927609742867,0.06515787711767776,7.929858734364822,3.3306690738754696e-15,2763,109
S6_lag2,2,gini_disp,d_gini_disp_l2,0.03633584054524002,0.030083177778770648,1.2078458204266507,0.22721588107860935,2763,109
S6_lag2,2,gini_disp,d_v2x_corr_l1,0.3221554020165893,0.2835887693714299,1.1359949222624075,0.2560628671633245,2763,109
S6_lag2,2,gini_disp,d_v2x_corr_l2,0.6072564979429294,0.3236499177578541,1.87627576781052,0.060728801799885934,2763,109
S6_lag2,2,gini_disp,d_log_gdp_pc_l1,-0.2739702367572301,0.11399786119570346,-2.40329278008907,0.01631745561806741,2763,109
S6_lag2,2,gini_disp,d_log_gdp_pc_l2,-0.42341187367006816,0.18363755461254833,-2.305693269350122,0.021205731982611997,2763,109
S6_lag2,2,gini_disp,d_education_years_l1,-0.6534114954215683,0.4412297786105992,-1.4808871184513295,0.13875722107515642,2763,109
