outcome,treated_avg_pre,treated_avg_post,post_avg_gap,pre_mspe
v2x_corr,0.5030909090909091,0.5285714285714286,0.05559233694694191,0.00021995523563100462
gini_disp,48.72727272727272,47.271428571428565,2.0221526240347023,0.012421135478828978
